# Env keys under C:\cevict-live (sorted by key name)
# Generated: 2026-02-04 04:29:54
#
KEY	HAS_VALUE	FILE(S)	VALUE_OR_MASKED
OLLAMA_API_URL	yes	.env.local_01142025; apps\.idea\.env.local; apps\ai-orchestrator\.env.local; apps\alexa-skill\.env.local; apps\alpha-hunter\arbitrage-v2\.env.local; apps\alpha-hunter\environments\prod\.env.local; apps\alpha-hunter\environments\prod\.env.local.backup; apps\audit-test\.env.local; apps\auspicio\.env.local; apps\banner-generator\.env.local; apps\brain\.env.local; apps\calmcast\.env.local; apps\cds-demo\.env.local; apps\cevict\.env.local; apps\cevict-ai\.env.local; apps\deployer\.env.local; apps\empire-c2\.env.local; apps\Fishy\.env.local; apps\gateway\.env.local; apps\gcc\.env.local; apps\google-assistant\.env.local; apps\kalshi-dash\.env.local; apps\launchpad\.env.local; apps\local-agent\.env.local; apps\petreunion\.env.local; apps\petreunion\scripts\petreunion\.env.local; apps\popthepopcorn\.env.local; apps\progno\.env.local; apps\shared\.env.local; apps\smokersrights\.env.local; apps\solar-weather\.env.local; apps\supershopper\.env.local; apps\supershopper\.env.local; apps\supershopper-v2\.env.local; apps\task-bot\.env.local; apps\trading-dashboard\.env.local; apps\wheretovacation\.env.local; backups\prod\.env.local; backups\prod\.env.local.backup; _wt_petreunion_push\apps\petreunion\.env.local	(use -IncludeValues to show)
OLLAMA_MODEL	yes	.env.local.backup; .env.local_01142025; apps\.idea\.env.local; apps\ai-orchestrator\.env.local; apps\alexa-skill\.env.local; apps\alpha-hunter\arbitrage-v2\.env.local; apps\alpha-hunter\environments\prod\.env.local; apps\alpha-hunter\environments\prod\.env.local.backup; apps\audit-test\.env.local; apps\auspicio\.env.local; apps\banner-generator\.env.local; apps\brain\.env.local; apps\calmcast\.env.local; apps\cds-demo\.env.local; apps\cevict\.env.local; apps\cevict-ai\.env.local; apps\deployer\.env.local; apps\empire-c2\.env.local; apps\Fishy\.env.local; apps\gateway\.env.local; apps\gcc\.env.local; apps\google-assistant\.env.local; apps\kalshi-dash\.env.local; apps\launchpad\.env.local; apps\local-agent\.env.local; apps\petreunion\.env.local; apps\petreunion\scripts\petreunion\.env.local; apps\popthepopcorn\.env.local; apps\progno\.env.local; apps\shared\.env.local; apps\smokersrights\.env.local; apps\solar-weather\.env.local; apps\supershopper\.env.local; apps\supershopper\.env.local; apps\supershopper-v2\.env.local; apps\task-bot\.env.local; apps\trading-dashboard\.env.local; apps\wheretovacation\.env.local; backups\prod\.env.local; backups\prod\.env.local.backup; _wt_petreunion_push\apps\petreunion\.env.local	(use -IncludeValues to show)
OPENAI_API_KEY	yes	.env.local.backup; .env.local_01142025; apps\.idea\.env.local; apps\ai-orchestrator\.env.local; apps\alexa-skill\.env.local; apps\alpha-hunter\.env.local; apps\alpha-hunter\.env.local.backup2; apps\alpha-hunter\.env.local.backup_working; apps\alpha-hunter\arbitrage-v2\.env.local; apps\alpha-hunter\environments\prod\.env.local; apps\alpha-hunter\environments\prod\.env.local.backup; apps\alpha-hunter\environments\test\.env.local; apps\alpha-hunter\environments\test\.env.local; apps\audit-test\.env.local; apps\auspicio\.env.local; apps\banner-generator\.env.local; apps\brain\.env.local; apps\calmcast\.env.local; apps\cds-demo\.env.local; apps\cevict\.env.local; apps\cevict-ai\.env.local; apps\deployer\.env.local; apps\empire-c2\.env.local; apps\Fishy\.env.local; apps\gateway\.env.local; apps\gcc\.env.local; apps\google-assistant\.env.local; apps\gulfcoastcharters\.env.local; apps\kalshi-dash\.env.local; apps\launchpad\.env.local; apps\local-agent\.env.local; apps\petreunion\.env.local; apps\petreunion\scripts\petreunion\.env.local; apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; apps\popthepopcorn\.env.local; apps\progno\.env.local; apps\prognostication\progno-massager\.env.local; apps\prognostication\progno-massager\.env.local.example; apps\shared\.env.local; apps\smokersrights\.env.local; apps\solar-weather\.env.local; apps\supershopper\.env.local; apps\supershopper\.env.local; apps\supershopper-v2\.env.local; apps\task-bot\.env.local; apps\trading-dashboard\.env.local; apps\twitter\twitter-bot\.env; apps\wheretovacation\.env.local; backups\prod\.env.local; backups\prod\.env.local.backup; backups\_20260108_0705ai-orchestrator\.env.local; backups\_20260108_0705cevict\.env.local; backups\_20260108_0705launchpad\.env.local; backups\_20260108_0705petreunion\.env.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0705progno-massager\.env.local; backups\_20260108_0711ai-orchestrator\.env.local; backups\_20260108_0711cevict\.env.local; backups\_20260108_0711launchpad\.env.local; backups\_20260108_0711petreunion\.env.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; backups\_20260108_0711progno-massager\.env.local; old-cevict-monorepo\apps\ai-orchestrator\.env.example; _wt_petreunion_push\apps\alpha-hunter\.env.local; _wt_petreunion_push\apps\alpha-hunter\.env.local.backup2; _wt_petreunion_push\apps\alpha-hunter\.env.local.backup_working; _wt_petreunion_push\apps\petreunion\.env.local	(use -IncludeValues to show)
OPENAI_MODEL	yes	.env.local_01142025; apps\.idea\.env.local; apps\ai-orchestrator\.env.local; apps\alexa-skill\.env.local; apps\alpha-hunter\arbitrage-v2\.env.local; apps\alpha-hunter\environments\prod\.env.local; apps\alpha-hunter\environments\prod\.env.local.backup; apps\audit-test\.env.local; apps\auspicio\.env.local; apps\banner-generator\.env.local; apps\brain\.env.local; apps\calmcast\.env.local; apps\cds-demo\.env.local; apps\cevict\.env.local; apps\cevict-ai\.env.local; apps\deployer\.env.local; apps\empire-c2\.env.local; apps\Fishy\.env.local; apps\gateway\.env.local; apps\gcc\.env.local; apps\google-assistant\.env.local; apps\kalshi-dash\.env.local; apps\launchpad\.env.local; apps\local-agent\.env.local; apps\petreunion\.env.local; apps\petreunion\scripts\petreunion\.env.local; apps\popthepopcorn\.env.local; apps\progno\.env.local; apps\shared\.env.local; apps\smokersrights\.env.local; apps\solar-weather\.env.local; apps\supershopper\.env.local; apps\supershopper\.env.local; apps\supershopper-v2\.env.local; apps\task-bot\.env.local; apps\trading-dashboard\.env.local; apps\wheretovacation\.env.local; backups\prod\.env.local; backups\prod\.env.local.backup; _wt_petreunion_push\apps\petreunion\.env.local	(use -IncludeValues to show)
OPENAI_RATE_LIMIT_MAX	yes	apps\alpha-hunter\environments\prod\.env.local.backup; backups\prod\.env.local.backup	(use -IncludeValues to show)
OPENAI_RATE_LIMIT_REFILL	yes	apps\alpha-hunter\environments\prod\.env.local.backup; backups\prod\.env.local.backup	(use -IncludeValues to show)
OPENWEATHER_API_KEY	yes	.env.local; .env.local; apps\alpha-hunter\.env.local.backup; apps\alpha-hunter\.env.local.backup_20251230_183203; apps\alpha-hunter\.env.local.MASTER_BACKUP; apps\progno\.env.example; apps\progno\.env.local; backups\_20260108_0705progno\.env.local; backups\_20260108_0711progno\.env.local; _wt_petreunion_push\apps\alpha-hunter\.env.local.backup; _wt_petreunion_push\apps\alpha-hunter\.env.local.backup_20251230_183203; _wt_petreunion_push\apps\alpha-hunter\.env.local.MASTER_BACKUP	(use -IncludeValues to show)
PERPS_DEFAULT_LEVERAGE	yes	apps\alpha-hunter\environments\prod\.env.local.backup; backups\prod\.env.local.backup	(use -IncludeValues to show)
PERPS_MAX_DAILY_TRADES	yes	apps\alpha-hunter\environments\prod\.env.local.backup; backups\prod\.env.local.backup	(use -IncludeValues to show)
PERPS_MAX_LEVERAGE	yes	apps\alpha-hunter\environments\prod\.env.local.backup; backups\prod\.env.local.backup	(use -IncludeValues to show)
PERPS_MIN_CONFIDENCE	yes	apps\alpha-hunter\environments\prod\.env.local.backup; backups\prod\.env.local.backup	(use -IncludeValues to show)
PERPS_MIN_EDGE	yes	apps\alpha-hunter\environments\prod\.env.local.backup; backups\prod\.env.local.backup	(use -IncludeValues to show)
PETREUNION_ADMIN_PASSWORD	yes	apps\petreunion\.env.local; apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; backups\_20260108_0705petreunion\.env.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0711petreunion\.env.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; _wt_petreunion_push\apps\petreunion\.env.local	(use -IncludeValues to show)
PETREUNION_PHOTO_VALIDATION_MODE	yes	apps\petreunion\.env.local; _wt_petreunion_push\apps\petreunion\.env.local	(use -IncludeValues to show)
PETREUNION_QUIET_MODE	yes	apps\petreunion\.env.local; _wt_petreunion_push\apps\petreunion\.env.local	(use -IncludeValues to show)
POLY_ARB_COOLDOWN_MS	yes	apps\alpha-hunter\environments\prod\.env.local.backup; backups\prod\.env.local.backup	(use -IncludeValues to show)
POLY_ARB_MAX_TRADES_DAY	yes	apps\alpha-hunter\environments\prod\.env.local.backup; backups\prod\.env.local.backup	(use -IncludeValues to show)
POLY_ARB_MIN_EDGE_CENTS	yes	apps\alpha-hunter\environments\prod\.env.local.backup; backups\prod\.env.local.backup	(use -IncludeValues to show)
POLY_ARB_MIN_VOLUME	yes	apps\alpha-hunter\environments\prod\.env.local.backup; backups\prod\.env.local.backup	(use -IncludeValues to show)
POLY_SIGNAL_COOLDOWN_MS	yes	apps\alpha-hunter\environments\prod\.env.local.backup; backups\prod\.env.local.backup	(use -IncludeValues to show)
POLY_SIGNAL_MIN_DIVERGENCE	yes	apps\alpha-hunter\environments\prod\.env.local.backup; backups\prod\.env.local.backup	(use -IncludeValues to show)
POLYMARKET_API_KEY	no	apps\praxis.original\.env.example	(use -IncludeValues to show)
POLYMARKET_API_PASSPHRASE	no	apps\praxis.original\.env.example	(use -IncludeValues to show)
POLYMARKET_API_SECRET	no	apps\praxis.original\.env.example	(use -IncludeValues to show)
POLYMARKET_API_URL	yes	.env.local_01142025; apps\.idea\.env.local; apps\ai-orchestrator\.env.local; apps\alexa-skill\.env.local; apps\alpha-hunter\arbitrage-v2\.env.local; apps\alpha-hunter\environments\prod\.env.local; apps\alpha-hunter\environments\prod\.env.local.backup; apps\alpha-hunter\environments\prod\.env.local.backup; apps\audit-test\.env.local; apps\auspicio\.env.local; apps\banner-generator\.env.local; apps\brain\.env.local; apps\calmcast\.env.local; apps\cds-demo\.env.local; apps\cevict\.env.local; apps\cevict-ai\.env.local; apps\deployer\.env.local; apps\empire-c2\.env.local; apps\Fishy\.env.local; apps\gateway\.env.local; apps\gcc\.env.local; apps\google-assistant\.env.local; apps\kalshi-dash\.env.local; apps\launchpad\.env.local; apps\local-agent\.env.local; apps\petreunion\.env.local; apps\petreunion\scripts\petreunion\.env.local; apps\popthepopcorn\.env.local; apps\progno\.env.local; apps\shared\.env.local; apps\smokersrights\.env.local; apps\solar-weather\.env.local; apps\supershopper\.env.local; apps\supershopper-v2\.env.local; apps\task-bot\.env.local; apps\trading-dashboard\.env.local; apps\wheretovacation\.env.local; backups\prod\.env.local; backups\prod\.env.local.backup; backups\prod\.env.local.backup; _wt_petreunion_push\apps\petreunion\.env.local	(use -IncludeValues to show)
POLYMARKET_BASE_URL	yes	apps\alpha-hunter\arbitrage-v2\.env.local-old	(use -IncludeValues to show)
POLYMARKET_CLOB_URL	yes	apps\alpha-hunter\environments\prod\.env.local.backup; backups\prod\.env.local.backup	(use -IncludeValues to show)
POLYMARKET_FEES_PERCENT	yes	apps\alpha-hunter\arbitrage-v2\.env.local-old	(use -IncludeValues to show)
POLYMARKET_GRAPHQL_URL	yes	apps\progno\.env.local	(use -IncludeValues to show)
POLYMARKET_MAX_POSITION	yes	apps\alpha-hunter\environments\prod\.env.local.backup; backups\prod\.env.local.backup	(use -IncludeValues to show)
POLYMARKET_RATE_LIMIT_MAX	yes	apps\alpha-hunter\environments\prod\.env.local.backup; backups\prod\.env.local.backup	(use -IncludeValues to show)
POLYMARKET_RATE_LIMIT_REFILL	yes	apps\alpha-hunter\environments\prod\.env.local.backup; backups\prod\.env.local.backup	(use -IncludeValues to show)
POLYMARKET_SLIPPAGE_TOLERANCE	yes	apps\alpha-hunter\environments\prod\.env.local.backup; backups\prod\.env.local.backup	(use -IncludeValues to show)
POLYMARKET_WALLET_ADDRESS	no	apps\praxis.original\.env.example	(use -IncludeValues to show)
POLYMARKET_WS_URL	yes	apps\alpha-hunter\environments\prod\.env.local.backup; backups\prod\.env.local.backup	(use -IncludeValues to show)
PORT	yes	apps\gulfcoastcharters\.env.example; apps\prognostication\progno-massager\.env.local; apps\prognostication\progno-massager\.env.local.example; backups\_20260108_0705ai-orchestrator\.env.local; backups\_20260108_0705progno-massager\.env.local; backups\_20260108_0705prognostication\.env.local; backups\_20260108_0711ai-orchestrator\.env.local; backups\_20260108_0711progno-massager\.env.local; backups\_20260108_0711prognostication\.env.local; cloud-orchestrator\.env.example; old-cevict-monorepo\apps\ai-orchestrator\.env.example; old-cevict-monorepo\apps\wheretovacation\.env.example	(use -IncludeValues to show)
PREFERRED_CRYPTO_EXCHANGE	yes	apps\alpha-hunter\.env.example; apps\alpha-hunter\.env.local.backup_20251230_183203; apps\alpha-hunter\.env.local.MASTER_BACKUP; old-cevict-monorepo\apps\alpha-hunter\.env.example; _wt_petreunion_push\apps\alpha-hunter\.env.example; _wt_petreunion_push\apps\alpha-hunter\.env.local.backup_20251230_183203; _wt_petreunion_push\apps\alpha-hunter\.env.local.MASTER_BACKUP	(use -IncludeValues to show)
PREFERRED_PLATFORMS	yes	apps\alpha-hunter\.env.example; apps\alpha-hunter\.env.local.backup_20251230_183203; apps\alpha-hunter\.env.local.MASTER_BACKUP; old-cevict-monorepo\apps\alpha-hunter\.env.example; _wt_petreunion_push\apps\alpha-hunter\.env.example; _wt_petreunion_push\apps\alpha-hunter\.env.local.backup_20251230_183203; _wt_petreunion_push\apps\alpha-hunter\.env.local.MASTER_BACKUP	(use -IncludeValues to show)
PRETRADE_REFRESH_QUOTES	yes	.env.local_01142025; apps\.idea\.env.local; apps\ai-orchestrator\.env.local; apps\alexa-skill\.env.local; apps\alpha-hunter\arbitrage-v2\.env.local; apps\alpha-hunter\environments\prod\.env.local; apps\alpha-hunter\environments\prod\.env.local.backup; apps\audit-test\.env.local; apps\auspicio\.env.local; apps\banner-generator\.env.local; apps\brain\.env.local; apps\calmcast\.env.local; apps\cds-demo\.env.local; apps\cevict\.env.local; apps\cevict-ai\.env.local; apps\deployer\.env.local; apps\empire-c2\.env.local; apps\Fishy\.env.local; apps\gateway\.env.local; apps\gcc\.env.local; apps\google-assistant\.env.local; apps\kalshi-dash\.env.local; apps\launchpad\.env.local; apps\local-agent\.env.local; apps\petreunion\.env.local; apps\petreunion\scripts\petreunion\.env.local; apps\popthepopcorn\.env.local; apps\progno\.env.local; apps\shared\.env.local; apps\smokersrights\.env.local; apps\solar-weather\.env.local; apps\supershopper\.env.local; apps\supershopper-v2\.env.local; apps\task-bot\.env.local; apps\trading-dashboard\.env.local; apps\wheretovacation\.env.local; backups\prod\.env.local; backups\prod\.env.local.backup; _wt_petreunion_push\apps\petreunion\.env.local	(use -IncludeValues to show)
PRIMARY_AI_PROVIDER	yes	.env.local_01142025; apps\.idea\.env.local; apps\ai-orchestrator\.env.local; apps\alexa-skill\.env.local; apps\alpha-hunter\arbitrage-v2\.env.local; apps\alpha-hunter\environments\prod\.env.local; apps\alpha-hunter\environments\prod\.env.local.backup; apps\audit-test\.env.local; apps\auspicio\.env.local; apps\banner-generator\.env.local; apps\brain\.env.local; apps\calmcast\.env.local; apps\cds-demo\.env.local; apps\cevict\.env.local; apps\cevict-ai\.env.local; apps\deployer\.env.local; apps\empire-c2\.env.local; apps\Fishy\.env.local; apps\gateway\.env.local; apps\gcc\.env.local; apps\google-assistant\.env.local; apps\kalshi-dash\.env.local; apps\launchpad\.env.local; apps\local-agent\.env.local; apps\petreunion\.env.local; apps\petreunion\scripts\petreunion\.env.local; apps\popthepopcorn\.env.local; apps\progno\.env.local; apps\shared\.env.local; apps\smokersrights\.env.local; apps\solar-weather\.env.local; apps\supershopper\.env.local; apps\supershopper\.env.local; apps\supershopper-v2\.env.local; apps\task-bot\.env.local; apps\trading-dashboard\.env.local; apps\wheretovacation\.env.local; backups\prod\.env.local; backups\prod\.env.local.backup; _wt_petreunion_push\apps\petreunion\.env.local	(use -IncludeValues to show)
PRIORITY_LIQUIDITY_MARKETS	yes	apps\alpha-hunter\environments\prod\.env.local.backup; backups\prod\.env.local.backup	(use -IncludeValues to show)
PROGNO_BASE_URL	yes	apps\alpha-hunter\.env.example; apps\alpha-hunter\.env.local.backup_20251230_183203; apps\alpha-hunter\.env.local.MASTER_BACKUP; apps\progno\.env.example; apps\progno\apps\progno\.env.local; apps\prognostication\.env.example; apps\prognostication\.env.local; backups\_20260108_0705progno\.env.local; backups\_20260108_0705progno\apps\progno\.env.local; backups\_20260108_0711progno\.env.local; backups\_20260108_0711progno\apps\progno\.env.local; old-cevict-monorepo\apps\alpha-hunter\.env.example; _wt_petreunion_push\apps\alpha-hunter\.env.example; _wt_petreunion_push\apps\alpha-hunter\.env.local.backup_20251230_183203; _wt_petreunion_push\apps\alpha-hunter\.env.local.MASTER_BACKUP	(use -IncludeValues to show)
RAILWAY_TOKEN	yes	.env.local.backup; .env.local_01142025; apps\.idea\.env.local; apps\ai-orchestrator\.env.local; apps\alexa-skill\.env.local; apps\alpha-hunter\arbitrage-v2\.env.local; apps\alpha-hunter\environments\prod\.env.local; apps\alpha-hunter\environments\prod\.env.local.backup; apps\audit-test\.env.local; apps\auspicio\.env.local; apps\banner-generator\.env.local; apps\brain\.env.local; apps\calmcast\.env.local; apps\cds-demo\.env.local; apps\cevict\.env.local; apps\cevict-ai\.env.local; apps\deployer\.env.local; apps\empire-c2\.env.local; apps\Fishy\.env.local; apps\gateway\.env.local; apps\gcc\.env.local; apps\google-assistant\.env.local; apps\kalshi-dash\.env.local; apps\launchpad\.env.local; apps\local-agent\.env.local; apps\petreunion\.env.local; apps\petreunion\scripts\petreunion\.env.local; apps\popthepopcorn\.env.local; apps\progno\.env.local; apps\shared\.env.local; apps\smokersrights\.env.local; apps\solar-weather\.env.local; apps\supershopper\.env.local; apps\supershopper-v2\.env.local; apps\task-bot\.env.local; apps\trading-dashboard\.env.local; apps\wheretovacation\.env.local; backups\prod\.env.local; backups\prod\.env.local.backup; _wt_petreunion_push\apps\petreunion\.env.local	(use -IncludeValues to show)
RAPIDAPI_KEY	yes	apps\prognostication\progno-massager\.env.example; apps\prognostication\progno-massager\.env.local; apps\prognostication\progno-massager\.env.local.example; backups\_20260108_0705progno-massager\.env.local; backups\_20260108_0711progno-massager\.env.local; old-cevict-monorepo\apps\progno-massager\.env.example	(use -IncludeValues to show)
RATE_LIMIT_MAX_REQUESTS	yes	apps\gulfcoastcharters\.env.example; old-cevict-monorepo\apps\wheretovacation\.env.example	(use -IncludeValues to show)
RATE_LIMIT_WINDOW_MS	yes	apps\gulfcoastcharters\.env.example; old-cevict-monorepo\apps\wheretovacation\.env.example	(use -IncludeValues to show)
READONLY_KEY	yes	cloud-orchestrator\.env.example	(use -IncludeValues to show)
RECIPIENT_EMAIL	yes	apps\alpha-hunter\environments\test\.env.local; apps\alpha-hunter\environments\test\.env.local	(use -IncludeValues to show)
REDIS_URL	yes	apps\gulfcoastcharters\.env.example; old-cevict-monorepo\apps\calmcast\.env.example; old-cevict-monorepo\apps\wheretovacation\.env.example	(use -IncludeValues to show)
RESEND_API_KEY	yes	apps\gulfcoastcharters\.env.local.example; apps\petreunion\.env.local; cloud-orchestrator\.env.example; old-cevict-monorepo\apps\wheretovacation\.env.local.example	(use -IncludeValues to show)
RESEND_FROM_EMAIL	yes	apps\gulfcoastcharters\.env.local.example	(use -IncludeValues to show)
RESEND_REPLY_TO	yes	apps\gulfcoastcharters\.env.local.example	(use -IncludeValues to show)
ROTOWIRE_API_KEY	yes	apps\progno\.env.local	(use -IncludeValues to show)
RUNTIME_ENV	yes	apps\cevict\.env.local.backup; backups\_20260108_0705cevict\.env.local.backup; backups\_20260108_0705gateway\.env.local; backups\_20260108_0711cevict\.env.local.backup; backups\_20260108_0711gateway\.env.local	(use -IncludeValues to show)
SCAN_INTERVAL_SECONDS	yes	apps\alpha-hunter\arbitrage-v2\.env.local-old	(use -IncludeValues to show)
SENDGRID_API_KEY	yes	apps\gulfcoastcharters\.env.local.example; apps\praxis.original\.env.example	(use -IncludeValues to show)
SERPER_API_KEY	yes	apps\gulfcoastcharters\.env.local	(use -IncludeValues to show)
SINCH_API_TOKEN	yes	.env.local; .env.local.backup; .env.local_01142025; .env.template.txt; apps\.idea\.env.local; apps\ai-orchestrator\.env.local; apps\alexa-skill\.env.local; apps\alpha-hunter\arbitrage-v2\.env.local; apps\alpha-hunter\environments\prod\.env.local; apps\alpha-hunter\environments\prod\.env.local.backup; apps\alpha-hunter\environments\test\.env.local; apps\alpha-hunter\environments\test\.env.local; apps\audit-test\.env.local; apps\auspicio\.env.local; apps\banner-generator\.env.local; apps\brain\.env.local; apps\calmcast\.env.local; apps\cds-demo\.env.local; apps\cevict\.env.local; apps\cevict-ai\.env.local; apps\deployer\.env.local; apps\empire-c2\.env.local; apps\Fishy\.env.local; apps\gateway\.env.local; apps\gcc\.env.local; apps\google-assistant\.env.local; apps\gulfcoastcharters\.env.local; apps\kalshi-dash\.env.local; apps\launchpad\.env.local; apps\local-agent\.env.local; apps\petreunion\.env.local; apps\petreunion\scripts\petreunion\.env.local; apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; apps\popthepopcorn\.env.local; apps\progno\.env.example; apps\progno\.env.local; apps\shared\.env.local; apps\smokersrights\.env.local; apps\solar-weather\.env.local; apps\supershopper\.env.local; apps\supershopper-v2\.env.local; apps\task-bot\.env.local; apps\trading-dashboard\.env.local; apps\wheretovacation\.env.local; backups\prod\.env.local; backups\prod\.env.local.backup; backups\_20260108_0705cevict\.env.local; backups\_20260108_0705launchpad\.env.local; backups\_20260108_0705petreunion\.env.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0705popthepopcorn\.env.local; backups\_20260108_0705progno\.env.local; backups\_20260108_0705prognostication\.env.local; backups\_20260108_0705smokersrights\.env.local; backups\_20260108_0711cevict\.env.local; backups\_20260108_0711launchpad\.env.local; backups\_20260108_0711petreunion\.env.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; backups\_20260108_0711popthepopcorn\.env.local; backups\_20260108_0711progno\.env.local; backups\_20260108_0711prognostication\.env.local; backups\_20260108_0711smokersrights\.env.local; cloud-orchestrator\.env.example; old-cevict-monorepo\apps\smokersrights\.env.example; _wt_petreunion_push\apps\petreunion\.env.local	(use -IncludeValues to show)
SINCH_FROM	yes	.env.local; .env.local.backup; .env.local_01142025; apps\.idea\.env.local; apps\ai-orchestrator\.env.local; apps\alexa-skill\.env.local; apps\alpha-hunter\arbitrage-v2\.env.local; apps\alpha-hunter\environments\prod\.env.local; apps\alpha-hunter\environments\prod\.env.local.backup; apps\alpha-hunter\environments\test\.env.local; apps\alpha-hunter\environments\test\.env.local; apps\audit-test\.env.local; apps\auspicio\.env.local; apps\banner-generator\.env.local; apps\brain\.env.local; apps\calmcast\.env.local; apps\cds-demo\.env.local; apps\cevict\.env.local; apps\cevict-ai\.env.local; apps\deployer\.env.local; apps\empire-c2\.env.local; apps\Fishy\.env.local; apps\gateway\.env.local; apps\gcc\.env.local; apps\google-assistant\.env.local; apps\gulfcoastcharters\.env.local; apps\kalshi-dash\.env.local; apps\launchpad\.env.local; apps\local-agent\.env.local; apps\petreunion\.env.local; apps\petreunion\scripts\petreunion\.env.local; apps\petreunion\scripts\petreunion\.vercel\.env.preview.local; apps\popthepopcorn\.env.local; apps\progno\.env.example; apps\progno\.env.local; apps\shared\.env.local; apps\smokersrights\.env.local; apps\solar-weather\.env.local; apps\supershopper\.env.local; apps\supershopper-v2\.env.local; apps\task-bot\.env.local; apps\trading-dashboard\.env.local; apps\wheretovacation\.env.local; backups\prod\.env.local; backups\prod\.env.local.backup; backups\_20260108_0705cevict\.env.local; backups\_20260108_0705launchpad\.env.local; backups\_20260108_0705petreunion\.env.local; backups\_20260108_0705petreunion\.vercel\.env.preview.local; backups\_20260108_0705popthepopcorn\.env.local; backups\_20260108_0705progno\.env.local; backups\_20260108_0705smokersrights\.env.local; backups\_20260108_0711cevict\.env.local; backups\_20260108_0711launchpad\.env.local; backups\_20260108_0711petreunion\.env.local; backups\_20260108_0711petreunion\.vercel\.env.preview.local; backups\_20260108_0711popthepopcorn\.env.local; backups\_20260108_0711progno\.env.local; backups\_20260108_0711smokersrights\.env.local; old-cevict-monorepo\apps\smokersrights\.env.example; _wt_petreunion_push\apps\petreunion\.env.local	(use -IncludeValues to show)
SINCH_FROM_NUMBER	yes	backups\_20260108_0705prognostication\.env.local; backups\_20260108_0711prognostication\.env.local; cloud-orchestrator\.env.example	(use -IncludeValues to show)
SINCH_KEY_ID	no	apps\alpha-hunter\.env.example; apps\alpha-hunter\.env.local.backup; apps\alpha-hunter\.env.local.backup_20251230_183203; apps\alpha-hunter\.env.local.MASTER_BACKUP; apps\prognostication\progno-massager\.env.local; backups\_20260108_0705local-agent\.env.local; backups\_20260108_0705progno-massager\.env.local; backups\_20260108_0711local-agent\.env.local; backups\_20260108_0711progno-massager\.env.local; old-cevict-monorepo\apps\alpha-hunter\.env.example; _wt_petreunion_push\apps\alpha-hunter\.env.example; _wt_petreunion_push\apps\alpha-hunter\.env.local.backup; _wt_petreunion_push\apps\alpha-hunter\.env.local.backup_20251230_183203; _wt_petreunion_push\apps\alpha-hunter\.env.local.MASTER_BACKUP	(use -IncludeValues to show)
SINCH_KEY_SECRET	no	apps\alpha-hunter\.env.example; apps\alpha-hunter\.env.local.backup; apps\alpha-hunter\.env.local.backup_20251230_183203; apps\alpha-hunter\.env.local.MASTER_BACKUP; apps\prognostication\progno-massager\.env.local; backups\_20260108_0705local-agent\.env.local; backups\_20260108_0705progno-massager\.env.local; backups\_20260108_0711local-agent\.env.local; backups\_20260108_0711progno-massager\.env.local; old-cevict-monorepo\apps\alpha-hunter\.env.example; _wt_petreunion_push\apps\alpha-hunter\.env.example; _wt_petreunion_push\apps\alpha-hunter\.env.local.backup; _wt_petreunion_push\apps\alpha-hunter\.env.local.backup_20251230_183203; _wt_petreunion_push\apps\alpha-hunter\.env.local.MASTER_BACKUP	(use -IncludeValues to show)
SINCH_NUMBER	no	.env.template.txt; apps\alpha-hunter\.env.example; apps\alpha-hunter\.env.local.backup; apps\alpha-hunter\.env.local.backup_20251230_183203; apps\alpha-hunter\.env.local.MASTER_BACKUP; apps\prognostication\progno-massager\.env.local; backups\_20260108_0705local-agent\.env.local; backups\_20260108_0705progno-massager\.env.local; backups\_20260108_0711local-agent\.env.local; backups\_20260108_0711progno-massager\.env.local; old-cevict-monorepo\apps\alpha-hunter\.env.example; _wt_petreunion_push\apps\alpha-hunter\.env.example; _wt_petreunion_push\apps\alpha-hunter\.env.local.backup; _wt_petreunion_push\apps\alpha-hunter\.env.local.backup_20251230_183203; _wt_petreunion_push\apps\alpha-hunter\.env.local.MASTER_BACKUP	(use -IncludeValues to show)
SINCH_PROJECT_ID	no	apps\alpha-hunter\.env.example; apps\alpha-hunter\.env.local.backup; apps\alpha-hunter\.env.local.backup_20251230_183203; apps\alpha-hunter\.env.local.MASTER_BACKUP; apps\prognostication\progno-massager\.env.local; backups\_20260108_0705local-agent\.env.local; backups\_20260108_0705progno-massager\.env.local; backups\_20260108_0711local-agent\.env.local; backups\_20260108_0711progno-massager\.env.local; old-cevict-monorepo\apps\alpha-hunter\.env.example; _wt_petreunion_push\apps\alpha-hunter\.env.example; _wt_petreunion_push\apps\alpha-hunter\.env.local.backup; _wt_petreunion_push\apps\alpha-hunter\.env.local.backup_20251230_183203; _wt_petreunion_push\apps\alpha-hunter\.env.local.MASTER_BACKUP	(use -IncludeValues to show)
